date,day_sin,day_cos,week_sin,week_cos,month_sin,month_cos,quarter_sin,quarter_cos,year,open,high,low,volume,ema20,ema50,ema200,rsi14,macdline,macdsignal,atr14,bollingermid,bollingerlow,bollingerup,tr10by,tr2by,cds10,cds2,usdtry,xauusd,dollarindex,brentoil,emergingeem,sp500,dax,Nikkei,vix,pmi,pmi_upt,pmi_ds,m2,m2_upt,m2_ds,inflationyoy,inf_upt,inf_ds,interestrate,int_ump,int_ds,unemployment,unemp_upt,unemp_ds,gdpgrowth,gdp_upt,gdp_ds,fedrate,fed_upt,fedrate_ds,dif,close
09.07.2021,-2.44929359829471e-16,1,-0.176890275122573,-0.984230577947597,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1374.44,1381.74,1371.53,1.46,1393.61495343992,1411.37727025375,1354.03239385529,43.6344194238269,-13.0885504300836,-12.6927403038277,16.7497829644097,1395.7235,1344.84843350838,1446.59856649162,16.92,17.79,411.95,339.63,8.6461,1807.98,92.13,75.55,53.55,4369.6,15687.93,27940.42,16.18,51.3,0,6,3824173760,0,6,17.53,0,4,19,0,77,13.9,0,21,7,0,29,0.25,0,96,5.29999999999995,1378.28
12.07.2021,0.866025403784439,-0.5,-0.292056770636976,-0.956400984276522,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1378.63,1382.45,1355.23,1.64,1390.12400549326,1409.24325965556,1354.06152426469,34.3492927738652,-14.3880932589013,-13.0318108948424,18.1458119024884,1390.859,1345.20980128679,1436.50819871321,16.8,17.79,412.49,340.65,8.6344,1805.88,92.26,75.16,53.6,4384.6,15790.51,28569.02,16.17,51.3,0,7,3824173760,0,7,17.53,0,5,19,0,78,13.2,1,0,7,0,30,0.25,0,97,-21.3199999999999,1356.96
13.07.2021,1.22464679914735e-16,-1,-0.292056770636976,-0.956400984276522,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1358.27,1360.14,1341.52,1.38,1386.00171925581,1406.7960730024,1353.98966830185,33.8248149659072,-16.0495801674178,-13.6353647493575,18.2090369821567,1386.073,1343.26412876001,1428.88187123999,16.68,17.7,413.24,341.15,8.6162,1807.44,92.75,76.49,53.65,4369.2,15789.64,28718.24,17.12,51.3,0,8,3824173760,0,8,17.53,0,6,19,0,79,13.2,0,1,7,0,31,0.25,0,98,-10.1200000000001,1346.84
14.07.2021,-0.866025403784438,-0.5,-0.292056770636976,-0.956400984276522,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1349.22,1368.98,1349.22,1.15,1384.21584123145,1405.24524661015,1354.12161190084,38.1401176726956,-15.5402655781652,-14.016344915119,18.7331653845358,1382.87,1345.01269895905,1420.72730104095,16.7,17.93,409,337.65,8.5828,1827.06,92.41,74.76,53.88,4374.3,15788.98,28608.49,16.33,51.3,0,9,3824173760,0,9,17.53,0,7,19,0,80,13.2,0,2,7,0,32,0.25,0,99,20.4100000000001,1367.25
16.07.2021,-2.44929359829471e-16,1,-0.292056770636976,-0.956400984276522,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1370.32,1373.63,1356.95,0.99935,1382.22195159036,1403.59955066465,1354.21274014063,41.5243179122183,-15.2808280443842,-14.2692415409721,18.459409999931,1380.3265,1344.53904481776,1416.11395518224,16.81,17.99,403.76,319.13,8.5144,1810.89,92.69,73.59,53.59,4327.2,15540.31,28003.08,18.45,51.3,0,10,3824173760,0,10,17.53,0,8,19,0,81,13.2,0,3,7,0,33,0.25,0,100,-3.97000000000003,1363.28
19.07.2021,0.866025403784439,-0.5,-0.403123429287972,-0.915145617243019,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1357.93,1357.93,1348.39,0.49807,1379.30462286747,1401.55996044251,1354.18664322381,43.301583374567,-15.8359601413433,-14.5825852610463,17.9834886666069,1378.353,1340.75062431917,1415.95537568083,16.74,17.99,411.02,327.57,8.5702,1812.34,92.89,68.62,52.69,4258.5,15133.2,27652.74,22.5,51.3,0,11,3824173760,0,11,17.53,0,9,19,0,82,13.2,0,4,7,0,34,0.25,0,101,-11.6900000000001,1351.59
26.07.2021,0.866025403784439,-0.5,-0.50853111864922,-0.861043611767356,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1355.54,1362.57,1345.52,1.48,1376.42894449914,1399.50309924869,1354.13612936089,43.0618772296715,-16.2882606715384,-14.9237203431447,17.8590235110593,1375.8825,1337.37730862068,1414.38769137932,16.94,17.99,406.08,321.69,8.5539,1797.27,92.65,74.5,51.51,4422.3,15618.98,27833.29,17.58,51.3,0,12,3824173760,0,12,17.53,0,10,19,0,83,13.2,0,5,7,0,35,0.25,0,102,-2.48000000000002,1349.11
27.07.2021,1.22464679914735e-16,-1,-0.50853111864922,-0.861043611767356,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1348.08,1360.5,1341.93,1.49,1374.82142597541,1397.93631104286,1354.18999872048,51.0178197729723,-15.6241854667448,-15.0638133678648,17.9538203762514,1373.3675,1337.74065803469,1408.99434196531,17,18.18,409.14,325.17,8.5577,1798.73,92.43,74.48,50.47,4401.5,15519.13,27970.22,19.36,51.3,0,13,3824173760,0,13,17.53,0,11,19,0,84,13.2,0,6,7,0,36,0.25,0,103,10.4400000000001,1359.55
28.07.2021,-0.866025403784438,-0.5,-0.50853111864922,-0.861043611767356,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1358.79,1367.63,1355.23,1.41,1373.48129016823,1396.47802433529,1354.25527236505,45.7774657774658,-14.8301187340235,-15.0170744410965,17.2133109927512,1371.2875,1338.00488441769,1404.57011558231,17.01,18.13,409.86,325.43,8.5488,1806.88,92.32,74.74,51.84,4400.6,15570.36,27581.66,18.31,51.3,0,14,3824173760,0,14,17.53,0,12,19,0,85,13.2,0,7,7,0,37,0.25,0,104,1.20000000000005,1360.75
29.07.2021,-0.866025403784439,0.5,-0.50853111864922,-0.861043611767356,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1370.52,1393.37,1370.52,1.63,1375.21069110459,1396.28829789077,1354.6272597047,54.4172322218944,-11.5748229322157,-14.3286241393203,19.2675361937177,1370.33,1340.96059235764,1399.69940764236,16.92,18.14,404.38,319.69,8.4375,1827.95,91.86,76.05,52.1,4419.1,15640.47,27782.42,17.7,51.3,0,15,3824173760,0,15,17.53,0,13,19,0,86,13.2,0,8,7,0,38,0.25,0,105,30.8900000000001,1391.64
30.07.2021,-2.44929359829471e-16,1,-0.50853111864922,-0.861043611767356,-0.5,-0.866025403784439,-1,-1.83697019872103e-16,2021,1383.25,1392.91,1380.02,1.84,1376.89633957082,1396.15581562055,1355.00818249371,50.0872374798061,-8.79116014809642,-13.2211313410756,18.4171980345553,1370.3825,1340.84775551864,1399.91724448136,16.57,18.17,405.69,319.17,8.4333,1813.58,92.17,76.33,51.6,4395.3,15544.39,27283.59,18.24,51.3,0,16,3824173760,0,16,17.53,0,14,19,0,87,13.2,0,9,7,0,39,0.25,0,106,1.26999999999998,1392.91
02.08.2021,0.866025403784439,-0.5,-0.606800145818593,-0.794854441413353,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1397.98,1405.63,1394.66,2.22,1379.06335484979,1396.29284245896,1355.45237968283,55.6362675823813,-5.97237978848034,-11.7713810305565,17.657571629948,1371.7025,1339.39820217611,1404.00679782389,16.51,18.08,402.13,315.68,8.344,1813.39,92.05,72.89,51.97,4387.2,15568.73,27781.02,19.46,54,1,0,3828860351,1,0,17.53,0,15,19,0,88,13.2,0,10,7,0,40,0.25,0,107,6.74000000000001,1399.65
03.08.2021,1.22464679914735e-16,-1,-0.606800145818593,-0.794854441413353,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1402.26,1409.36,1394.27,2.33,1381.89636867362,1396.78371138213,1355.98330127803,55.9735238220067,-2.9651600789407,-10.0101368402334,17.3152287459549,1373.5595,1337.24235052051,1409.87664947949,16.67,18.08,404.34,317.68,8.4022,1809.94,92.08,72.41,52.19,4423.1,15555.08,27641.83,18.04,54,0,1,3828860351,0,1,18.95,1,0,19,0,89,13.2,0,11,7,0,41,0.25,0,108,9.15999999999985,1408.81
04.08.2021,-0.866025403784438,-0.5,-0.606800145818593,-0.794854441413353,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1411.9,1422.34,1411.9,1.99,1384.93480975232,1397.45101681813,1356.55859181257,64.580654379197,-0.177222584812171,-8.04355398914912,16.8105315798276,1376.4325,1336.90197355457,1415.96302644543,16.76,18.08,404.49,317.73,8.4727,1811.41,92.27,70.38,52.46,4402.7,15692.13,27584.08,17.97,54,0,2,3828860351,0,2,18.95,0,1,19,0,90,13.2,0,12,7,0,42,0.25,0,109,4.99000000000001,1413.8
05.08.2021,-0.866025403784439,0.5,-0.606800145818593,-0.794854441413353,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1409.05,1431.78,1407.56,2.07,1389.39625644257,1398.79725145271,1357.30706353583,67.5225992401415,3.44338055257958,-5.74616708080338,17.7984607025172,1379.3825,1332.81935221574,1425.94564778426,16.83,18.08,409.56,322.43,8.524,1804.01,92.24,71.29,52.38,4429.1,15744.67,27728.12,17.28,54,0,3,3828860351,0,3,18.95,0,2,19,0,91,13.2,0,13,7,0,43,0.25,0,110,17.98,1431.78
06.08.2021,-2.44929359829471e-16,1,-0.606800145818593,-0.794854441413353,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1433.6,1440.53,1425.06,1.87,1393.71661297185,1400.20755531731,1358.07773952055,78.9606908874329,6.47851542600552,-3.3012305794416,17.4879992755149,1382.287,1329.5928688577,1434.9811311423,17.08,18.08,412.52,325.67,8.616,1762.69,92.8,70.7,51.94,4436.5,15761.45,27820.04,16.15,54,0,4,3828860351,0,4,18.95,0,3,19,0,92,13.2,0,14,7,0,44,0.25,0,111,2.98000000000002,1434.76
09.08.2021,0.866025403784439,-0.5,-0.696551029062997,-0.717507257044331,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1436.85,1443.29,1431.75,1.85,1397.42074506977,1401.47823942252,1358.81935405268,83.94143252869,8.61113089178366,-0.918758285196549,16.6949327054463,1384.2855,1327.09785117707,1441.47314882293,17.08,18.24,413.72,327.16,8.6439,1729.46,92.94,69.04,52.11,4432.4,15745.41,27820.04,16.72,54,0,5,3828860351,0,5,18.95,0,4,19,0,93,13.2,0,15,7,0,45,0.25,0,112,-2.15000000000009,1432.61
10.08.2021,1.22464679914735e-16,-1,-0.696551029062997,-0.717507257044331,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1429.51,1441.81,1426.47,1.93,1401.23400744408,1402.88928885693,1359.60184804221,81.6860727502481,10.5707455058061,1.37914247300399,16.5142750113868,1387.0295,1325.11520083533,1448.94379916467,16.94,18.15,416.53,330.13,8.598,1728.71,93.06,70.63,52.18,4436.8,15770.71,27888.15,16.79,54,0,6,3828860351,0,6,18.95,0,5,19,0,94,10.6,1,0,7,0,46,0.25,0,113,4.85000000000014,1437.46
11.08.2021,-0.866025403784438,-0.5,-0.696551029062997,-0.717507257044331,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1438.92,1439.48,1409.81,2.14,1402.15172102083,1403.20225792136,1360.11197890746,67.8359943032755,9.86445216344987,3.07620441109317,18.2683716765352,1388.044,1325.22640896725,1450.86159103275,17.01,18.15,416.71,330.38,8.6246,1751.56,92.92,71.44,52.32,4447.7,15826.09,28070.51,16.06,54,0,7,3828860351,0,7,18.95,0,6,19,0,95,10.6,0,1,7,0,47,0.25,0,114,-26.5900000000001,1410.87
12.08.2021,-0.866025403784439,0.5,-0.696551029062997,-0.717507257044331,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1419.69,1447.63,1419.69,2.03,1406.18108092361,1404.82020859111,1360.95126269943,79.8982679801686,11.8782171839575,4.83660696566604,20.7339221196639,1391.618,1324.42760638838,1458.80839361162,16.77,18.12,411.64,324.69,8.5497,1752.44,93.03,71.31,51.86,4460.8,15937.51,28015.02,15.59,54,0,8,3828860351,0,8,18.95,0,7,19,0,96,10.6,0,2,7,0,48,0.25,0,115,33.5900000000001,1444.46
13.08.2021,-2.44929359829471e-16,1,-0.696551029062997,-0.717507257044331,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1444.82,1449.25,1440.09,1.39,1410.12954940708,1406.49941609734,1361.81383719993,81.5781039676943,13.5742642264186,6.58413841781654,19.1907325037087,1395.086,1323.76149401724,1466.41050598276,16.77,18.15,408.08,321.68,8.5171,1779.15,92.52,70.59,51.73,4468,15977.44,27977.15,15.45,54,0,9,3828860351,0,9,18.95,0,8,19,0,97,10.6,0,3,7,0,49,0.25,0,116,3.18000000000006,1447.64
16.08.2021,0.866025403784439,-0.5,-0.776523862718043,-0.630087843581711,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1451.33,1461.96,1451.33,2.05,1414.42673517783,1408.41120370137,1362.74355026262,81.237759498629,15.3554490690713,8.33840054806749,18.5413015032142,1400.0005,1326.23387183708,1473.76712816292,16.69,18.01,406.85,320.2,8.453,1787.24,92.63,69.51,51.26,4479.7,15925.73,27523.19,16.12,54,0,10,3828860351,0,10,18.95,0,9,19,0,98,10.6,0,4,7,0,50,0.25,0,117,7.6099999999999,1455.25
17.08.2021,1.22464679914735e-16,-1,-0.776523862718043,-0.630087843581711,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1454.14,1461.69,1449.58,1.88,1418.92799849423,1410.5005682621,1363.72809205105,81.8583512182804,17.0897055803337,10.0886615545207,17.683794636119,1405.743,1331.52110250763,1479.96489749237,16.8,18.01,419.84,318.69,8.4284,1785.96,93.13,69.03,50.32,4448.1,15921.95,27424.47,17.91,54,0,11,3828860351,0,11,18.95,0,10,19,0,99,10.6,0,5,7,0,51,0.25,0,118,6.44000000000005,1461.69
18.08.2021,-0.866025403784438,-0.5,-0.776523862718043,-0.630087843581711,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1465.81,1467.16,1448.48,2.13,1421.84818911383,1412.03348715378,1364.58243939382,70.7512712167871,17.2884569144528,11.5286206265071,17.8166220179698,1409.86,1335.49379035582,1484.22620964418,16.79,18.01,409.9,323.23,8.4485,1787.59,93.14,68.23,50.4,4400.3,15965.97,27585.91,21.57,54,0,12,3828860351,0,12,18.95,0,11,19,0,100,10.6,0,6,7,0,52,0.25,0,119,-12.1000000000001,1449.59
19.08.2021,-0.866025403784439,0.5,-0.776523862718043,-0.630087843581711,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1441.38,1445.74,1433.85,1.74,1423.56359967441,1413.12472295167,1365.33146984762,65.8518468498885,16.47097198347,12.5170908978997,17.5397390822405,1413.689,1341.56898134688,1485.80901865312,16.87,18.01,412.69,326.19,8.4939,1780.18,93.57,66.45,49.54,4405.8,15765.81,27281.17,21.67,54,0,13,3828860351,0,13,18.95,0,12,19,0,101,10.6,0,7,7,0,53,0.25,0,120,-9.73000000000002,1439.86
20.08.2021,-2.44929359829471e-16,1,-0.776523862718043,-0.630087843581711,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1439.62,1449.27,1432.4,1.63,1425.56992351495,1414.36022401239,1366.12050994863,65.391459074733,16.0233017727742,13.2183330728746,17.4504405379417,1418.341,1351.25990409833,1485.42209590167,16.88,18.01,411.67,324.93,8.4852,1780.87,93.5,65.18,49.5,4441.7,15808.04,27013.25,18.56,54,0,14,3828860351,0,14,18.95,0,13,19,0,102,10.6,0,8,7,0,54,0.25,0,121,4.77000000000021,1444.63
23.08.2021,0.866025403784439,-0.5,-0.845596003501826,-0.533823377964791,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1454.91,1463.07,1453.68,1.72,1428.78516889447,1416.12374463936,1367.04796756109,66.6556771726229,16.6626108467563,13.9071886276509,17.5823817995495,1423.852,1362.88757012918,1484.81642987082,16.81,17.98,405.89,319.23,8.4187,1805.2,92.96,68.75,50.25,4479.5,15852.79,27494.24,17.15,54,0,15,3828860351,0,15,18.95,0,14,19,0,103,10.6,0,9,7,0,55,0.25,0,122,14.6999999999998,1459.33
24.08.2021,1.22464679914735e-16,-1,-0.845596003501826,-0.533823377964791,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1465.18,1472.46,1463.91,1.66,1432.3189623331,1418.07536249664,1368.03147037142,66.9973242837564,17.4969115645854,14.6251332150378,16.9887308929429,1429.169,1373.49857965802,1484.83942034198,16.72,17.91,400.47,313.31,8.3959,1802.61,92.89,71.05,51.39,4486.2,15905.85,27732.1,17.22,54,0,16,3828860351,0,16,18.95,0,15,19,0,104,10.6,0,10,7,0,56,0.25,0,123,6.56000000000017,1465.89
25.08.2021,-0.866025403784438,-0.5,-0.845596003501826,-0.533823377964791,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1465.28,1471.43,1451.92,1.86,1434.31715639661,1419.4567208301,1368.87991345231,57.2781385281385,16.946840485225,15.0894746690753,17.3249001072172,1433.7965,1387.47031085118,1480.12268914882,16.66,17.92,395.5,308.34,8.3682,1790.68,92.83,72.25,51.45,4496.2,15860.66,27724.8,16.79,54,0,17,3828860351,0,17,18.95,0,16,19,0,105,10.6,0,11,7,0,57,0.25,0,124,-12.5900000000001,1453.3
26.08.2021,-0.866025403784439,0.5,-0.845596003501826,-0.533823377964791,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1456,1463.79,1445.17,1.71,1435.66980816836,1420.59645726814,1369.67235212442,54.5977011494253,15.9414361867496,15.2598669726101,17.4975800929215,1436.6405,1394.40832395277,1478.87267604723,16.65,17.92,395.24,308.33,8.3865,1792.16,93.06,71.07,50.96,4470,15793.62,27742.29,18.84,54,0,18,3828860351,0,18,18.95,0,17,19,0,106,10.6,0,12,7,0,58,0.25,0,125,-4.77999999999997,1448.52
27.08.2021,-2.44929359829471e-16,1,-0.845596003501826,-0.533823377964791,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1450.87,1458.23,1444.11,1.59,1437.81839786661,1422.07228247331,1370.55352275005,58.1488549618321,15.7466443724256,15.3572224525732,17.047236080532,1439.9065,1402.03605865892,1477.77694134108,16.65,17.89,398.62,301.85,8.3434,1816.67,92.69,72.7,51.59,4509.4,15851.75,27641.14,16.39,54,0,19,3828860351,0,19,18.95,0,18,19,0,107,10.6,0,13,7,0,59,0.25,0,126,9.71000000000004,1458.23
31.08.2021,1.22464679914735e-16,-1,-0.902797829965744,-0.43006520227652,-0.866025403784438,-0.5,-1,-1.83697019872103e-16,2021,1467.18,1474.47,1463.01,1.89,1441.08045521265,1424.03297727828,1371.56363695154,60.4127805523797,16.5186263484118,15.5895032317409,16.9396046031278,1443.5275,1408.09340647116,1478.96159352884,16.47,17.81,396.02,298.39,8.3045,1813.43,92.63,72.99,52.41,4522.7,15835.09,28089.54,16.48,54,0,20,3828860351,0,20,18.95,0,19,19,0,108,10.6,0,14,7,0,60,0.25,0,127,13.8399999999999,1472.07
01.09.2021,-0.866025403784438,-0.5,-0.902797829965744,-0.43006520227652,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1475.62,1478.96,1468.42,1.66,1444.22803090668,1425.99756640462,1372.58419777789,72.3281095580968,17.0995395620944,15.8915104978116,16.0863239893774,1446.7935,1412.82182680011,1480.76517319989,16.43,17.81,396.08,298.89,8.291,1813.66,92.45,71.59,53.08,4524.1,15824.29,28451.02,16.11,54.1,1,0,3979081247,1,0,18.95,0,20,19,0,109,10.6,0,15,21.7,1,0,0.25,0,128,2.06000000000017,1474.13
02.09.2021,-0.866025403784439,0.5,-0.902797829965744,-0.43006520227652,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1474.85,1484.95,1472.05,1.53,1447.55107558224,1428.08079909463,1373.64425551145,65.3281443481336,17.7578671276624,16.2647818237818,15.6614807907937,1450.0595,1416.8934085812,1483.2255914188,16.37,17.59,396.07,298.89,8.2729,1809.4,92.22,73.03,52.84,4536.9,15840.59,28543.51,16.41,54.1,0,1,3979081247,0,1,18.95,0,21,19,0,110,10.6,0,16,21.7,0,1,0.25,0,129,4.98999999999978,1479.12
03.09.2021,-2.44929359829471e-16,1,-0.902797829965744,-0.43006520227652,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1480.35,1482.11,1464.8,1.77,1449.56240171726,1429.67253246347,1374.58978530735,58.7384692096734,17.2376637431055,16.4593582076465,15.8812833520212,1451.904,1418.91558838239,1484.89241161761,16.32,17.62,396.27,298.9,8.3049,1826.19,92.03,72.61,53.12,4535.4,15781.2,29128.11,16.41,54.1,0,2,3979081247,0,2,19.25,1,0,19,0,111,10.6,0,17,21.7,0,2,0.25,0,130,-10.4499999999998,1468.67
06.09.2021,0.866025403784439,-0.5,-0.947326353854191,-0.320269853862838,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1469.75,1478.73,1469.75,1.7,1451.95836345848,1431.43909981784,1375.58610585156,58.1965142712806,17.1162774589873,16.5907420579147,15.1051122384184,1453.902,1420.44840064995,1487.35559935005,16.39,17.7,395.67,298.41,8.2771,1823.1,92.03,72.22,53.12,4535.4,15932.12,29659.89,16.41,54.1,0,3,3979081247,0,3,19.25,0,1,19,0,112,10.6,0,18,21.7,0,3,0.25,0,131,6.04999999999995,1474.72
07.09.2021,1.22464679914735e-16,-1,-0.947326353854191,-0.320269853862838,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1474.21,1476.33,1454.74,1.85,1452.22328122434,1432.3528606093,1376.37370678836,47.3735923210642,15.2322707981082,16.3190478059534,15.9697639399626,1455.0085,1423.09151275595,1486.92548724405,16.46,17.7,395.47,297.92,8.3447,1794.13,92.51,71.69,53.43,4520,15843.09,29916.14,18.14,54.1,0,4,3979081247,0,4,19.25,0,2,19,0,113,10.6,0,19,21.7,0,4,0.25,0,132,-19.98,1454.74
08.09.2021,-0.866025403784438,-0.5,-0.947326353854191,-0.320269853862838,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1454.83,1457.27,1432.54,1.95,1450.47344491726,1432.41157195796,1376.9456102034,44.4223954642098,11.9161713253613,15.438472509835,17.1377954146343,1454.828,1422.45557014469,1487.20042985531,16.63,17.7,395.25,298.18,8.4597,1788.93,92.65,72.6,52.65,4514.1,15610.28,30181.21,17.96,54.1,0,5,3979081247,0,5,19.25,0,3,19,0,114,10.6,0,20,21.7,0,5,0.25,0,133,-20.8900000000001,1433.85
09.09.2021,-0.866025403784439,0.5,-0.947326353854191,-0.320269853862838,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1430.98,1452.67,1427.77,1.69,1450.68264063942,1433.20602011647,1377.69908671879,54.2645981756442,10.6836014099572,14.4874982898594,18.1727560260164,1456.918,1431.94278399019,1481.89321600981,16.6,17.53,395.08,297.93,8.4305,1794.69,92.48,71.45,52.55,4493.3,15623.15,30008.19,18.8,54.1,0,6,3979081247,0,6,19.25,0,4,19,0,115,10.6,0,21,21.7,0,6,0.25,0,134,18.8200000000002,1452.67
10.09.2021,-2.44929359829471e-16,1,-0.947326353854191,-0.320269853862838,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1455.46,1457.1,1437.62,1.51,1449.54334153091,1433.4222546217,1378.30625998527,48.1458241827194,8.48334177355855,13.2866669865992,18.3470552225475,1456.631,1430.93158456532,1482.33041543468,16.56,17.2,395.03,297.44,8.4553,1787.34,92.58,72.92,52.49,4458.6,15609.81,30381.84,20.95,54.1,0,7,3979081247,0,7,19.25,0,5,19,0,116,12,1,0,21.7,0,7,0.25,0,135,-13.95,1438.72
13.09.2021,0.866025403784439,-0.5,-0.978556492299504,-0.205978618741098,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1439.75,1447.96,1433.75,1.6,1448.47064233749,1433.61275444046,1378.90301361726,42.74688167597,6.62771565645335,11.9548767205701,17.7954478595412,1456.163,1429.45315391481,1482.87284608519,16.55,17.05,398.53,296.67,8.4195,1793.49,92.67,73.51,52.63,4468.7,15701.42,30447.37,19.37,54.1,0,8,3979081247,0,8,19.25,0,6,19,0,117,12,0,1,21.7,0,8,0.25,0,136,-0.440000000000055,1438.28
14.09.2021,1.22464679914735e-16,-1,-0.978556492299504,-0.205978618741098,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1440.67,1443.5,1428.96,1.74,1447.13343830534,1433.64480328593,1379.45552094445,38.9536516853933,4.79122550024363,10.5221464765048,17.3613881449357,1455.122,1426.69465393656,1483.54934606344,16.5,17.05,401.54,299.9,8.4276,1804.27,92.62,73.6,52.19,4443.1,15722.99,30670.1,19.46,54.1,0,9,3979081247,0,9,19.25,0,7,19,0,118,12,0,2,21.7,0,9,0.25,0,137,-3.84999999999991,1434.43
15.09.2021,-0.866025403784438,-0.5,-0.978556492299504,-0.205978618741098,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1433.86,1440.9,1420.38,1.61,1444.92739656198,1433.26539923551,1379.8984510843,39.5451629001212,2.46336312144376,8.91038980549258,17.7825363922776,1453.236,1421.79780639982,1484.67419360018,16.48,16.99,402.97,300.91,8.4263,1792.59,92.55,75.46,52.18,4480.7,15616,30511.71,18.18,54.1,0,10,3979081247,0,10,19.25,0,8,19,0,119,12,0,3,21.7,0,10,0.25,0,138,-10.46,1423.97
16.09.2021,-0.866025403784439,0.5,-0.978556492299504,-0.205978618741098,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1423.95,1434.74,1412.78,1.54,1442.36573974655,1432.66793259882,1380.27786948148,39.220815951354,0.13762065233891,7.15583597486184,18.3395315399739,1451.658,1416.50097623518,1486.81502376482,16.45,16.99,408.01,305.89,8.5241,1753.39,92.93,75.67,51.59,4473.8,15651.75,30323.34,18.69,54.1,0,11,3979081247,0,11,19.25,0,9,19,0,120,12,0,4,21.7,0,11,0.25,0,139,-5.94000000000005,1418.03
17.09.2021,-2.44929359829471e-16,1,-0.978556492299504,-0.205978618741098,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1424.04,1427.07,1412.23,1.54,1440.18138358021,1432.1487979871,1380.66744291947,35.4266826923077,-1.57442966564713,5.40978284676005,17.8729273346441,1450.6365,1412.94059918977,1488.33240081023,16.49,16.97,415.7,313.88,8.6283,1754.16,93.19,75.34,51.37,4433,15490.17,30500.05,20.81,54.1,0,12,3979081247,0,12,19.25,0,10,19,0,121,12,0,5,21.7,0,12,0.25,0,140,1.40000000000009,1419.43
20.09.2021,0.866025403784439,-0.5,-0.996049842615217,-0.0887958953229355,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1407.67,1407.67,1386.33,1.74,1435.58410895353,1430.57080590917,1380.77930915908,22.6975476839238,-5.09316504679691,3.30919326804866,19.9032036900249,1448.0005,1402.063670847,1493.937329153,16.67,16.97,432.55,328.57,8.6604,1763.88,93.28,73.92,49.99,4357.7,15132.06,30500.05,25.71,54.1,0,13,3979081247,0,13,19.25,0,11,19,0,122,12,0,6,21.7,0,13,0.25,0,141,-27.52,1391.91
21.09.2021,1.22464679914735e-16,-1,-0.996049842615217,-0.0887958953229355,-1,-1.83697019872103e-16,-1,-1.83697019872103e-16,2021,1400.84,1403.76,1383.35,1.7,1430.82467000557,1428.80763704999,1380.82737573461,20.6965042372881,-8.29453134203618,0.988448346031689,19.9707765313549,1444.3145,1390.97171911419,1497.65728088581,16.62,17.08,428.13,323.61,8.62,1774.25,93.2,74.36,50.36,4354.2,15348.53,29839.71,24.36,54.1,0,14,3979081247,0,14,19.25,0,12,19,0,123,12,0,7,21.7,0,14,0.25,0,142,-6.30000000000018,1385.61
