date,day_sin,day_cos,week_sin,week_cos,month_sin,month_cos,quarter_sin,quarter_cos,year,open,high,low,volume,ema20,ema50,ema200,rsi14,macdline,macdsignal,atr14,bollingermid,bollingerlow,bollingerup,tr10by,tr2by,cds10,cds2,usdtry,xauusd,dollarindex,brentoil,emergingeem,sp500,dax,Nikkei,vix,pmi,pmi_upt,pmi_ds,m2,m2_upt,m2_ds,inflationyoy,inf_upt,inf_ds,interestrate,int_ump,int_ds,unemployment,unemp_upt,unemp_ds,gdpgrowth,gdp_upt,gdp_ds,fedrate,fed_upt,fedrate_ds,dif,close
22.03.2021,0.866025403784439,-0.5,0.999560836508794,0.0296333278225597,1,6.12323399573677e-17,1,6.12323399573677e-17,2021,1491.99,1491.99,1378.56,1.96,1527.07738282097,1509.01246772851,1291.30322989709,22.9949806810386,-5.88938547635962,5.82013477837403,42.9072853386976,1526.6615,1438.34626074163,1614.97673925837,18.07,18.4,-12.65,-5.78,7.7963,1738.69,91.74,64.62,53.92,3940.6,14657.21,29174.15,18.88,51.7,0,15,3457504006,0,15,15.61,0,13,19,0,2,12.2,0,8,5.9,0,15,0.25,0,21,-149.74,1379.25
23.03.2021,1.22464679914735e-16,-1,0.999560836508794,0.0296333278225597,1,6.12323399573677e-17,1,6.12323399573677e-17,2021,1335.76,1402.99,1256.32,5.74,1512.82525112374,1503.85237095485,1292.16021268418,22.2226240416607,-16.924997655319,1.27110829163543,56.7423139602046,1519.64,1408.89652496351,1630.38347503649,18.27,18.64,492.04,430.86,7.9392,1727.11,92.34,60.79,52.89,3910.5,14662.02,28995.92,20.3,51.7,0,16,3457504006,0,16,15.61,0,14,19,0,3,12.2,0,9,5.9,0,16,0.25,0,22,-1.81999999999994,1377.43
24.03.2021,-0.866025403784438,-0.5,0.999560836508794,0.0296333278225597,1,6.12323399573677e-17,1,6.12323399573677e-17,2021,1377.37,1421.93,1371.72,4.12,1503.39998911195,1500.32325836838,1293.37115584155,29.7064975813832,-22.4721582211098,-3.47754501091362,55.8713387655106,1516.182,1396.65328887519,1635.71071112481,17.35,19.18,475.63,443.6,7.9187,1734.19,92.53,64.41,51.68,3889.1,14610.39,28405.52,21.2,51.7,0,17,3457504006,0,17,15.61,0,15,19,0,4,12.2,0,10,5.9,0,17,0.25,0,23,36.4299999999998,1413.86
25.03.2021,-0.866025403784439,0.5,0.999560836508794,0.0296333278225597,1,6.12323399573677e-17,1,6.12323399573677e-17,2021,1416.99,1432.62,1394.19,3.51,1493.01522824415,1496.16783647158,1294.37601996253,27.0434187608858,-28.1176867758334,-8.40557336389757,53.5458269301092,1511.4895,1380.51617085885,1642.46282914115,17.46,18.66,482.74,450.56,7.9412,1726.82,92.53,61.95,51.92,3909.5,14621.36,28729.88,19.81,51.7,0,18,3457504006,0,18,15.61,0,16,19,0,5,12.2,0,11,5.9,0,18,0.25,0,24,-19.5,1394.36
26.03.2021,-2.44929359829471e-16,1,0.999560836508794,0.0296333278225597,1,6.12323399573677e-17,1,6.12323399573677e-17,2021,1409.2,1412.35,1359.15,2.95,1482.45663507804,1491.69654876681,1295.24939289823,27.0014284827029,-33.1944092984706,-13.3633405508122,53.4997166727613,1507.0275,1364.7127199302,1649.3422800698,18.16,18.66,-2.36,-1.25,8.135,1731.97,92.77,64.57,53.27,3974.5,14748.94,29176.7,18.86,51.7,0,19,3457504006,0,19,15.61,0,17,19,0,6,12.2,0,12,5.9,0,19,0.25,0,25,-12.2099999999998,1382.15
29.03.2021,0.866025403784439,-0.5,0.996049842615217,-0.0887958953229348,1,6.12323399573677e-17,1,6.12323399573677e-17,2021,1385.74,1398.89,1382.47,2.67,1473.89600316584,1487.8092331289,1296.217757148,25.0318918229365,-35.9623895165089,-17.8831503439515,48.5984211163931,1500.2835,1349.51150828648,1651.05549171352,18.17,18.62,492.54,460.56,8.191,1711.99,92.94,64.98,52.9,3971.1,14817.72,29384.52,20.74,51.7,0,20,3457504006,0,20,15.61,0,18,19,0,7,12.2,0,13,5.9,0,20,0.25,0,26,10.4199999999998,1392.57
30.03.2021,1.22464679914735e-16,-1,0.996049842615217,-0.0887958953229348,1,6.12323399573677e-17,1,6.12323399573677e-17,2021,1392.84,1400.77,1371.43,3.35,1466.45733619767,1484.2006357513,1297.20852573359,21.9010598358749,-37.4643410888577,-21.7993884929328,46.0306316342074,1493.632,1336.55499594081,1650.70900405919,18.31,18.31,506.66,475.46,8.3312,1684.8,93.3,64.14,53.07,3958.6,15008.61,29432.7,19.61,51.7,0,21,3457504006,0,21,15.61,0,19,19,0,8,12.2,0,14,5.9,0,21,0.25,0,27,3.22000000000003,1395.79
31.03.2021,-0.866025403784438,-0.5,0.996049842615217,-0.0887958953229348,1,6.12323399573677e-17,1,6.12323399573677e-17,2021,1397.47,1403.75,1389.86,2.34,1459.34044703598,1480.57433631007,1298.14903791534,22.2252191503708,-38.5380143596283,-25.1471136662719,41.7452140829797,1486.666,1324.30769741944,1649.02430258056,18.08,18.32,494.86,463.02,8.2439,1707.01,93.23,63.54,53.34,3972.9,15008.34,29178.8,19.4,51.7,0,22,3457504006,0,22,15.61,0,20,19,0,9,12.2,0,15,5.9,0,22,0.25,0,28,-4.05999999999995,1391.73
01.04.2021,-0.866025403784439,0.5,0.996049842615217,-0.0887958953229348,0.866025403784439,-0.5,1.22464679914735e-16,-1,2021,1399.34,1426.56,1399.34,3.17,1456.21849969922,1478.45612704301,1299.42675893111,30.2090581792878,-36.1615701773587,-27.3500049684892,40.8231855385824,1481.092,1318.50560753514,1643.67839246486,17.51,19.11,472.47,441.17,8.1036,1730.18,92.93,64.86,53.86,4019.9,15107.17,29388.87,17.33,52.6,1,0,3560730234,1,0,15.61,0,21,19,0,10,12.2,0,16,5.9,0,23,0.25,0,29,34.8299999999999,1426.56
02.04.2021,-2.44929359829471e-16,1,0.996049842615217,-0.0887958953229348,0.866025403784439,-0.5,1.22464679914735e-16,-1,2021,1434.91,1438.88,1423.51,2.19,1453.73959496596,1476.5633377472,1300.72788570792,31.1461594028413,-33.5980133943574,-28.5996066536629,37.4294274667715,1475.5025,1314.04733680894,1636.95766319106,17.47,17.95,473.34,441.13,8.1619,1728.84,93.02,64.86,53.86,4019.9,15107.17,29854,17.33,52.6,0,1,3560730234,0,1,15.61,0,22,19,0,11,12.2,0,17,5.9,0,24,0.25,0,30,3.63000000000011,1430.19
05.04.2021,0.866025403784439,-0.5,0.978556492299504,-0.205978618741098,0.866025403784439,-0.5,1.22464679914735e-16,-1,2021,1428.99,1443.02,1428.88,2.56,1452.62725258825,1475.21026567869,1302.13417540236,30.5018835824523,-30.2597508048907,-28.9316354839084,34.3241704712019,1471.092,1311.12372833011,1631.06027166989,17.61,17.95,471.98,441.43,8.0981,1728.44,92.59,62.15,54.07,4077.9,15107.17,30089.25,17.91,52.6,0,2,3560730234,0,2,16.19,1,0,19,0,12,12.2,0,18,5.9,0,25,0.25,0,31,11.8699999999999,1442.06
06.04.2021,1.22464679914735e-16,-1,0.978556492299504,-0.205978618741098,0.866025403784439,-0.5,1.22464679914735e-16,-1,2021,1442.88,1445.13,1419.66,2.65,1449.57608567509,1473.0682944756,1303.31284032373,29.3292825426501,-29.0121689948537,-28.9477421860975,33.143614408375,1464.664,1307.59693776894,1621.73106223106,17.44,18.21,459.33,428.19,8.1266,1743.57,92.33,62.74,54.37,4073.9,15212.68,29696.63,18.12,52.6,0,3,3560730234,0,3,16.19,0,1,19,0,13,12.2,0,19,5.9,0,26,0.25,0,32,-21.47,1420.59
07.04.2021,-0.866025403784438,-0.5,0.978556492299504,-0.205978618741098,0.866025403784439,-0.5,1.22464679914735e-16,-1,2021,1420.94,1422.48,1402.36,2.78,1446.55836322984,1470.90443979028,1304.45291156429,30.0742870836328,-27.9194804656811,-28.7420898420142,31.4071324872583,1457.3115,1306.36073043379,1608.26226956621,17.49,18.22,463.2,431.21,8.131,1737.28,92.45,63.16,53.57,4079.9,15176.36,29730.79,17.16,52.6,0,4,3560730234,0,4,16.19,0,2,19,0,14,12.2,0,20,5.9,0,27,0.25,0,33,-2.69999999999982,1417.89
08.04.2021,-0.866025403784439,0.5,0.978556492299504,-0.205978618741098,0.866025403784439,-0.5,1.22464679914735e-16,-1,2021,1422.22,1430.34,1415.06,2.1,1443.70042387462,1468.77289313184,1305.56830547908,32.0521006257183,-26.8521093335294,-28.3640937403173,29.2568481556239,1450.3145,1305.88815359537,1594.74084640463,17.53,18.39,462.58,431.2,8.1281,1755.94,92.06,63.2,54.01,4097.2,15202.68,29708.98,16.95,52.6,0,5,3560730234,0,5,16.19,0,3,19,0,15,12.2,0,21,5.9,0,28,0.25,0,34,-1.34000000000015,1416.55
