Date,Price
06/05/2025,245.13
25/04/2025,238.8
24/04/2025,233.21
23/04/2025,232.86
22/04/2025,234.06
21/04/2025,231.83
18/04/2025,231.92
17/04/2025,231.97
16/04/2025,240.0
15/04/2025,239.99
14/04/2025,260.59
11/04/2025,280.12
10/04/2025,267.28
09/04/2025,251.25
08/04/2025,264.69
03/04/2025,233.6
02/04/2025,221.6
01/04/2025,226.44
31/03/2025,227.72
28/03/2025,228.84
27/03/2025,218.14
26/03/2025,211.46
25/03/2025,200.31
24/03/2025,215.05
21/03/2025,219.0
20/03/2025,181.02
19/03/2025,159.36
18/03/2025,140.89
17/03/2025,141.59
14/03/2025,143.69
13/03/2025,146.45
12/03/2025,146.13
11/03/2025,147.52
10/03/2025,147.46
07/03/2025,144.39
06/03/2025,145.04
05/03/2025,141.95
04/03/2025,143.67
03/03/2025,140.88
28/02/2025,140.87
27/02/2025,138.44
26/02/2025,141.24
25/02/2025,140.53
24/02/2025,143.67
21/02/2025,132.48
20/02/2025,132.82
19/02/2025,131.44
18/02/2025,133.39
17/02/2025,133.39
14/02/2025,135.48
13/02/2025,138.82
12/02/2025,140.93
11/02/2025,140.23
10/02/2025,141.63
07/02/2025,141.69
06/02/2025,142.04
05/02/2025,142.4
04/02/2025,145.25
03/02/2025,138.14
31/01/2025,140.92
30/01/2025,143.7
29/01/2025,143.35
28/01/2025,145.46
27/01/2025,141.96
24/01/2025,146.04
23/01/2025,147.43
22/01/2025,149.09
21/01/2025,149.62
20/01/2025,151.28
17/01/2025,151.01
16/01/2025,149.08
15/01/2025,152.38
14/01/2025,153.21
13/01/2025,151.02
10/01/2025,147.2
09/01/2025,147.46
08/01/2025,146.65
07/01/2025,141.45
06/01/2025,143.26
03/01/2025,144.65
02/01/2025,146.06
01/01/2025,146.05
31/12/2024,142.52
30/12/2024,140.47
27/12/2024,140.48
26/12/2024,140.48
25/12/2024,140.47
24/12/2024,140.46
23/12/2024,139.78
20/12/2024,138.41
19/12/2024,134.64
18/12/2024,134.29
17/12/2024,132.92
16/12/2024,132.92
13/12/2024,131.2
12/12/2024,129.48
11/12/2024,131.2
10/12/2024,129.48
09/12/2024,129.48
06/12/2024,133.61
05/12/2024,134.99
04/12/2024,137.04
03/12/2024,138.74
02/12/2024,137.03
29/11/2024,139.09
28/11/2024,139.08
27/11/2024,138.74
26/11/2024,137.7
25/11/2024,139.76
22/11/2024,140.11
21/11/2024,135.36
20/11/2024,135.02
19/11/2024,136.01
18/11/2024,135.34
15/11/2024,133.33
14/11/2024,133.0
13/11/2024,134.33
12/11/2024,133.34
11/11/2024,132.66
08/11/2024,130.97
07/11/2024,134.66
06/11/2024,141.39
05/11/2024,143.7
04/11/2024,143.34
01/11/2024,144.73
31/10/2024,142.68
30/10/2024,147.66
29/10/2024,151.67
28/10/2024,151.67
25/10/2024,150.64
24/10/2024,150.64
23/10/2024,154.65
22/10/2024,154.63
21/10/2024,154.61
18/10/2024,154.61
17/10/2024,154.62
16/10/2024,154.61
15/10/2024,154.62
