Date,Price
23/08/2024,"18,633.10"
22/08/2024,"18,493.39"
21/08/2024,"18,448.95"
20/08/2024,"18,357.52"
19/08/2024,"18,421.69"
16/08/2024,"18,322.40"
15/08/2024,"18,183.24"
14/08/2024,"17,885.60"
13/08/2024,"17,812.05"
12/08/2024,"17,726.47"
09/08/2024,"17,722.88"
08/08/2024,"17,680.40"
07/08/2024,"17,615.15"
06/08/2024,"17,354.32"
05/08/2024,"17,339.00"
02/08/2024,"17,661.22"
01/08/2024,"18,083.05"
31/07/2024,"18,508.65"
30/07/2024,"18,411.18"
29/07/2024,"18,320.67"
26/07/2024,"18,417.55"
25/07/2024,"18,298.72"
24/07/2024,"18,387.46"
23/07/2024,"18,557.70"
22/07/2024,"18,407.07"
19/07/2024,"18,171.93"
18/07/2024,"18,354.76"
17/07/2024,"18,437.30"
16/07/2024,"18,518.03"
15/07/2024,"18,590.89"
12/07/2024,"18,748.18"
11/07/2024,"18,534.56"
10/07/2024,"18,407.22"
09/07/2024,"18,236.19"
08/07/2024,"18,472.05"
05/07/2024,"18,475.45"
04/07/2024,"18,450.48"
03/07/2024,"18,374.53"
02/07/2024,"18,164.06"
01/07/2024,"18,290.66"
28/06/2024,"18,235.45"
27/06/2024,"18,210.55"
26/06/2024,"18,155.24"
25/06/2024,"18,177.62"
24/06/2024,"18,325.58"
21/06/2024,"18,163.52"
20/06/2024,"18,254.18"
19/06/2024,"18,067.91"
18/06/2024,"18,131.97"
17/06/2024,"18,068.21"
14/06/2024,"18,002.02"
13/06/2024,"18,265.68"
12/06/2024,"18,630.86"
11/06/2024,"18,369.94"
10/06/2024,"18,494.89"
07/06/2024,"18,557.27"
06/06/2024,"18,652.67"
05/06/2024,"18,575.94"
04/06/2024,"18,405.64"
03/06/2024,"18,608.16"
31/05/2024,"18,497.94"
30/05/2024,"18,496.79"
29/05/2024,"18,473.29"
28/05/2024,"18,677.87"
27/05/2024,"18,774.71"
24/05/2024,"18,693.37"
23/05/2024,"18,691.32"
22/05/2024,"18,680.20"
21/05/2024,"18,726.76"
20/05/2024,"18,768.96"
17/05/2024,"18,704.42"
16/05/2024,"18,738.81"
15/05/2024,"18,869.36"
14/05/2024,"18,716.42"
13/05/2024,"18,742.22"
10/05/2024,"18,772.85"
